qid,pipeline,question,ground_truth_answer,generated_answer,context,retrieved_doc_contents,tool_used,latency_s,latency_cached_s
151,ablation_no_rerank,Ngành Công nghệ kỹ thuật cơ điện tử (CTĐT Tiếng Anh) năm 2022 lấy bao nhiêu điểm?,"Theo dữ liệu tuyển sinh, điểm trúng tuyển ngành Công nghệ kỹ thuật cơ điện tử (CTĐT Tiếng Anh) năm 2022 là 22.1 điểm.","| ma_nganh | ten_nganh | nam | diem |
|---|---|---:|---:|
| 7510203A | Công nghệ kỹ thuật cơ điện tử (CTĐT Tiếng Anh) | 2022 | 22.1 |","[""   ma_nganh                                       ten_nganh   nam  diem\n0  7510203A  Công nghệ kỹ thuật cơ điện tử (CTĐT Tiếng Anh)  2022  22.1""]",[],text2sql,17.346,0.207
152,ablation_no_rerank,Điểm chuẩn ngành Công nghệ kỹ thuật điều khiển và tự động hóa (CTĐT Tiếng Anh) năm 2023 là bao nhiêu?,Điểm trúng tuyển ngành Công nghệ kỹ thuật điều khiển và tự động hóa (CTĐT Tiếng Anh) năm 2023 là 25.15 điểm.,"| ma_nganh | ten_nganh | nam | diem |
| --- | --- | ---: | ---: |
| 7510303A | Công nghệ kỹ thuật điều khiển và tự động hóa (CTĐT Tiếng Anh) | 2023 | 25.15 |","[""   ma_nganh                                                      ten_nganh   nam   diem\n0  7510303A  Công nghệ kỹ thuật điều khiển và tự động hóa (CTĐT Tiếng Anh)  2023  25.15""]",[],text2sql,17.882,0.224
153,ablation_no_rerank,"Năm 2024, ngành Công nghệ thông tin (CTĐT Tiếng Anh) lấy bao nhiêu điểm?",Ngành Công nghệ thông tin (CTĐT Tiếng Anh) năm 2024 có điểm chuẩn trúng tuyển là 25.65 điểm.,"| ten_nganh | diem |
|---|---:|
| Công nghệ thông tin (CTĐT Tiếng Anh) | 25.65 |","[""   ma_nganh                             ten_nganh   diem                      khoa\n0  7480201A  Công nghệ thông tin (CTĐT Tiếng Anh)  25.65  KHOA CÔNG NGHỆ THÔNG TIN""]",[],text2sql,19.416,0.224
154,ablation_no_rerank,Ngành Công nghệ thực phẩm (CTĐT Tiếng Anh) năm 2023 lấy bao nhiêu điểm?,"Theo dữ liệu, ngành Công nghệ thực phẩm (CTĐT Tiếng Anh) năm 2023 lấy 21.1 điểm.","| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7540101A | Công nghệ thực phẩm (CTĐT Tiếng Anh) | 2023 | 21.1 | KHOA CÔNG NGHỆ HÓA HỌC VÀ THỰC PHẨM |","[""   ma_nganh                             ten_nganh   nam  diem                                 khoa\n0  7540101A  Công nghệ thực phẩm (CTĐT Tiếng Anh)  2023  21.1  KHOA CÔNG NGHỆ HÓA HỌC VÀ THỰC PHẨM""]",[],text2sql,18.635,0.212
155,ablation_no_rerank,Cho tôi hỏi điểm chuẩn ngành Quản lý công nghiệp (CTĐT Tiếng Việt) năm 2022?,Điểm trúng tuyển ngành Quản lý công nghiệp (CTĐT Tiếng Việt) năm 2022 là 23.75 điểm.,"| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7510601V | Quản lý công nghiệp (CTĐT Tiếng Việt) | 2022 | 23.75 | KHOA KINH TẾ |","[""   ma_nganh                              ten_nganh   nam   diem          khoa\n0  7510601V  Quản lý công nghiệp (CTĐT Tiếng Việt)  2022  23.75  KHOA KINH TẾ\n1  7510601A   Quản lý công nghiệp (CTĐT Tiếng Anh)  2022  19.25  KHOA KINH TẾ""]",[],text2sql,14.6,0.209
156,ablation_no_rerank,"Năm 2023, ngành Kỹ thuật y sinh (Điện tử y sinh) (CTĐT Tiếng Việt) lấy bao nhiêu điểm?",Điểm chuẩn ngành Kỹ thuật y sinh (Điện tử y sinh) (CTĐT Tiếng Việt) năm 2023 là 23.5 điểm.,"| ten_nganh | nam | diem |
|---|---:|---:|
| Kỹ thuật y sinh (Điện tử y sinh) (CTĐT Tiếng Việt) | 2023 | 23.5 |","[""   ma_nganh                                           ten_nganh   nam  diem                 khoa\n0  7520212V  Kỹ thuật y sinh (Điện tử y sinh) (CTĐT Tiếng Việt)  2023  23.5  KHOA ĐIỆN - ĐIỆN TỬ""]",[],text2sql,17.617,0.215
157,ablation_no_rerank,Ngành Công nghệ kỹ thuật công trình xây dựng (CTĐT Tiếng Anh) năm 2024 lấy bao nhiêu điểm?,"Theo bảng dữ liệu, ngành Công nghệ kỹ thuật công trình xây dựng (CTĐT Tiếng Anh) năm 2024 lấy 21 điểm.","| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7510102A | Công nghệ kỹ thuật công trình xây dựng (CTĐT Tiếng Anh) | 2024 | 21.0 | KHOA XÂY DỰNG |","[""   ma_nganh                                                ten_nganh   nam  diem           khoa\n0  7510102A  Công nghệ kỹ thuật công trình xây dựng (CTĐT Tiếng Anh)  2024  21.0  KHOA XÂY DỰNG""]",[],text2sql,15.676,0.221
158,ablation_no_rerank,Điểm chuẩn ngành Công nghệ kỹ thuật máy tính (CTĐT Tiếng Anh) năm 2022 là bao nhiêu?,Ngành Công nghệ kỹ thuật máy tính (CTĐT Tiếng Anh) năm 2022 có điểm trúng tuyển là 25.25 điểm.,"| ma_nganh | ten_nganh | nam | diem |
|---|---|---:|---:|
| 7480108A | Công nghệ kỹ thuật máy tính (CTĐT Tiếng Anh) | 2022 | 25.25 |","[""   ma_nganh                                     ten_nganh   nam   diem\n0  7480108A  Công nghệ kỹ thuật máy tính (CTĐT Tiếng Anh)  2022  25.25""]",[],text2sql,19.84,0.213
159,ablation_no_rerank,"Năm 2023, ngành Công nghệ kỹ thuật cơ điện tử (CTĐT Tiếng Anh) lấy bao nhiêu điểm?",Điểm trúng tuyển ngành Công nghệ kỹ thuật cơ điện tử (CTĐT Tiếng Anh) năm 2023 là 24.69 điểm.,"| diem  | ma_nganh  | ten_nganh |
|------:|----------|------------------------------------------------------|
| 24.69 | 7510203A | Công nghệ kỹ thuật cơ điện tử (CTĐT Tiếng Anh) |","[""    diem  ma_nganh                                       ten_nganh\n0  24.69  7510203A  Công nghệ kỹ thuật cơ điện tử (CTĐT Tiếng Anh)""]",[],text2sql,15.627,0.212
160,ablation_no_rerank,Ngành Công nghệ kỹ thuật công trình xây dựng (CTĐT Tiếng Việt) năm 2024 lấy bao nhiêu điểm?,Điểm chuẩn ngành Công nghệ kỹ thuật công trình xây dựng (CTĐT Tiếng Việt) năm 2024 là 23.05 điểm.,"| nam | ten_nganh | diem | ma_nganh |
|---:|---|---:|---|
| 2024 | Công nghệ kỹ thuật công trình xây dựng (CTĐT Tiếng Việt) | 23.05 | 7510102V |","[""    nam                                                 ten_nganh   diem  ma_nganh\n0  2024  Công nghệ kỹ thuật công trình xây dựng (CTĐT Tiếng Việt)  23.05  7510102V\n1  2024   Công nghệ kỹ thuật công trình xây dựng (CTĐT Tiếng Anh)  21.00  7510102A""]",[],text2sql,13.109,0.213
161,ablation_no_rerank,Cho tôi hỏi điểm chuẩn ngành Hệ thống nhúng và IoT (CTĐT Tiếng Việt) năm 2023?,Ngành Hệ thống nhúng và IoT (CTĐT Tiếng Việt) năm 2023 lấy điểm trúng tuyển là 25.8 điểm.,Không có đủ thông tin để trả lời.,"[""Empty DataFrame\nColumns: [ma_nganh, ten_nganh, nam, diem]\nIndex: []""]",[],text2sql,14.716,0.216
162,ablation_no_rerank,"Năm 2022, ngành Công nghệ kỹ thuật nhiệt (CTĐT Tiếng Anh) lấy bao nhiêu điểm?","Theo bảng dữ liệu, điểm chuẩn ngành Công nghệ kỹ thuật nhiệt (CTĐT Tiếng Anh) năm 2022 là 17 điểm.","| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7510206A | Công nghệ kỹ thuật nhiệt (CTĐT Tiếng Anh) | 2022 | 17.0 | KHOA CƠ KHÍ ĐỘNG LỰC |","[""   ma_nganh                                  ten_nganh   nam  diem                  khoa\n0  7510206A  Công nghệ kỹ thuật nhiệt (CTĐT Tiếng Anh)  2022  17.0  KHOA CƠ KHÍ ĐỘNG LỰC""]",[],text2sql,14.168,0.217
163,ablation_no_rerank,"Ngành Công nghệ kỹ thuật điện tử, viễn thông (CTĐT Việt-Nhật) năm 2023 lấy bao nhiêu điểm?","Điểm trúng tuyển ngành Công nghệ kỹ thuật điện tử, viễn thông (CTĐT Việt-Nhật) năm 2023 là 22.3 điểm.","| ma_nganh | ten_nganh | nam | diem |
|---|---|---:|---:|
| 7510302N | Công nghệ kỹ thuật điện tử, viễn thông (CTĐT Việt-Nhật) | 2023 | 22.3 |","[""   ma_nganh                                                ten_nganh   nam  diem\n0  7510302N  Công nghệ kỹ thuật điện tử, viễn thông (CTĐT Việt-Nhật)  2023  22.3""]",[],text2sql,17.441,0.219
164,ablation_no_rerank,Điểm chuẩn ngành Công nghệ may (CTĐT Tiếng Việt) năm 2023 là bao nhiêu?,Ngành Công nghệ may (CTĐT Tiếng Việt) năm 2023 có mức điểm chuẩn trúng tuyển là 21 điểm.,"| ma_nganh | ten_nganh | diem |
| --- | --- | --- |
| 7540209V | Công nghệ may (CTĐT Tiếng Việt) | 21.0 |","[""   ma_nganh                        ten_nganh  diem\n0  7540209V  Công nghệ may (CTĐT Tiếng Việt)  21.0""]",[],text2sql,14.443,0.209
165,ablation_no_rerank,"Năm 2024, ngành Kiến trúc nội thất (CTĐT Tiếng Việt) lấy bao nhiêu điểm?","Theo dữ liệu tuyển sinh, điểm trúng tuyển ngành Kiến trúc nội thất (CTĐT Tiếng Việt) năm 2024 là 22.77 điểm.",Không có đủ thông tin để trả lời.,"[""Empty DataFrame\nColumns: [ma_nganh, ten_nganh, nam, diem, khoa]\nIndex: []""]",[],text2sql,15.738,0.212
166,ablation_no_rerank,Ngành Công nghệ kỹ thuật in (CTĐT Tiếng Việt) năm 2024 lấy bao nhiêu điểm?,"Trong năm 2024, ngành Công nghệ kỹ thuật in (CTĐT Tiếng Việt) lấy mức điểm trúng tuyển là 22 điểm.","| ma_nganh | ten_nganh                                         | nam  | diem | khoa                         |
|----------|---------------------------------------------------|------|------|------------------------------|
| 7510801V | Công nghệ kỹ thuật in (CTĐT Tiếng Việt)           | 2024 | 22.0 | KHOA IN VÀ TRUYỀN THÔNG      |","[""   ma_nganh                                ten_nganh   nam  diem                     khoa\n0  7510801V  Công nghệ kỹ thuật in (CTĐT Tiếng Việt)  2024  22.0  KHOA IN VÀ TRUYỀN THÔNG""]",[],text2sql,14.191,0.212
167,ablation_no_rerank,Cho tôi hỏi điểm chuẩn ngành Ngôn ngữ Anh (CTĐT Tiếng Việt) năm 2022?,Điểm trúng tuyển ngành Ngôn ngữ Anh (CTĐT Tiếng Việt) năm 2022 là 22.75 điểm.,"| ma_nganh | ten_nganh                         | nam  | diem  | khoa           |
|----------|------------------------------------|------:|------:|----------------|
| 7220201V | Ngôn ngữ Anh (CTĐT Tiếng Việt)    |  2022 | 22.75 | KHOA NGOẠI NGỮ |","[""   ma_nganh                       ten_nganh   nam   diem            khoa\n0  7220201V  Ngôn ngữ Anh (CTĐT Tiếng Việt)  2022  22.75  KHOA NGOẠI NGỮ""]",[],text2sql,14.434,0.209
168,ablation_no_rerank,"Năm 2023, ngành Công nghệ kỹ thuật công trình xây dựng (CTĐT Tiếng Anh) lấy bao nhiêu điểm?",Ngành Công nghệ kỹ thuật công trình xây dựng (CTĐT Tiếng Anh) năm 2023 lấy điểm trúng tuyển là 20 điểm.,"| nam | diem |
|-----|------|
| 2023 | 20.0 |","[""   ma_nganh                                                ten_nganh   nam  diem           khoa\n0  7510102A  Công nghệ kỹ thuật công trình xây dựng (CTĐT Tiếng Anh)  2023  20.0  KHOA XÂY DỰNG""]",[],text2sql,18.857,0.219
169,ablation_no_rerank,Ngành Thiết kế đồ họa (CTĐT Tiếng Việt) năm 2023 lấy bao nhiêu điểm?,"Theo dữ liệu, điểm chuẩn ngành Thiết kế đồ họa (CTĐT Tiếng Việt) năm 2023 là 24.3 điểm.","| diem |
|------|
| 24.3 |","[""   diem\n0  24.3""]",[],text2sql,13.585,0.206
170,ablation_no_rerank,"Điểm chuẩn ngành Công nghệ kỹ thuật điện tử, viễn thông (CTĐT Tiếng Việt) năm 2024 là bao nhiêu?","Ngành Công nghệ kỹ thuật điện tử, viễn thông (CTĐT Tiếng Việt) năm 2024 có điểm chuẩn trúng tuyển là 25.15 điểm.","| ma_nganh | ten_nganh | nam | diem |
|---|---|---:|---:|
| 7510302V | Công nghệ kỹ thuật điện tử, viễn thông (CTĐT Tiếng Việt) | 2024 | 25.15 |","[""   ma_nganh                                                 ten_nganh   nam   diem\n0  7510302V  Công nghệ kỹ thuật điện tử, viễn thông (CTĐT Tiếng Việt)  2024  25.15\n1  7510302A   Công nghệ kỹ thuật điện tử, viễn thông (CTĐT Tiếng Anh)  2024  24.35\n2  7510302N   Công nghệ kỹ thuật điện tử, viễn thông (CTĐT Việt-Nhật)  2024  24.00""]",[],text2sql,15.363,0.212
171,ablation_no_rerank,"Năm 2022, ngành Kỹ thuật xây dựng công trình giao thông (CTĐT Tiếng Việt) lấy bao nhiêu điểm?","Trong năm 2022, điểm chuẩn của ngành Kỹ thuật xây dựng công trình giao thông (CTĐT Tiếng Việt) là 17 điểm.","|ten_nganh|nam|diem|
|---|---|---|
|Kỹ thuật xây dựng công trình giao thông (CTĐT Tiếng Việt)|2022|17.0|","[""   ma_nganh                                                  ten_nganh  diem   nam           khoa\n0  7580205V  Kỹ thuật xây dựng công trình giao thông (CTĐT Tiếng Việt)  17.0  2022  KHOA XÂY DỰNG""]",[],text2sql,17.12,0.208
172,ablation_no_rerank,Ngành Robot và trí tuệ nhân tạo (CTĐT Tiếng Việt) năm 2024 lấy bao nhiêu điểm?,Điểm chuẩn ngành Robot và trí tuệ nhân tạo (CTĐT Tiếng Việt) năm 2024 là 25.66 điểm.,"| ma_nganh  | ten_nganh                                                   | nam  | diem  | khoa                           |
|-----------|-------------------------------------------------------------|------|-------|---------------------------------|
| 7510209V  | Robot và trí tuệ nhân tạo (CTĐT Tiếng Việt)                 | 2024 | 25.66 | KHOA CƠ KHÍ CHẾ TẠO MÁY |","[""   ma_nganh                                    ten_nganh   nam   diem                     khoa\n0  7510209V  Robot và trí tuệ nhân tạo (CTĐT Tiếng Việt)  2024  25.66  KHOA CƠ KHÍ CHẾ TẠO MÁY""]",[],text2sql,17.104,0.212
173,ablation_no_rerank,Cho tôi hỏi điểm chuẩn ngành Công nghệ kỹ thuật môi trường (CTĐT Tiếng Việt) năm 2022?,"Theo dữ liệu tuyển sinh, ngành Công nghệ kỹ thuật môi trường (CTĐT Tiếng Việt) năm 2022 lấy 17 điểm.","| ma_nganh | ten_nganh | diem |
|---|---|---|
| 7510406V | Công nghệ kỹ thuật môi trường (CTĐT Tiếng Việt) | 17.0 |","[""   ma_nganh                                        ten_nganh  diem\n0  7510406V  Công nghệ kỹ thuật môi trường (CTĐT Tiếng Việt)  17.0""]",[],text2sql,20.463,0.212
174,ablation_no_rerank,"Năm 2023, ngành Hệ thống kỹ thuật công trình xây dựng (CTĐT Tiếng Việt) lấy bao nhiêu điểm?",Điểm chuẩn ngành Hệ thống kỹ thuật công trình xây dựng (CTĐT Tiếng Việt) năm 2023 là 21 điểm.,"| ma_nganh | ten_nganh | nam | diem |
|---|---|---:|---:|
| 7510106V | Hệ thống kỹ thuật công trình xây dựng (CTĐT Tiếng Việt) | 2023 | 21.0 |","[""   ma_nganh                                                ten_nganh   nam  diem\n0  7510106V  Hệ thống kỹ thuật công trình xây dựng (CTĐT Tiếng Việt)  2023  21.0""]",[],text2sql,14.891,0.208
175,ablation_no_rerank,Ngành Kỹ thuật dữ liệu (CTĐT Tiếng Việt) năm 2024 lấy bao nhiêu điểm?,"Theo thông tin tuyển sinh, ngành Kỹ thuật dữ liệu (CTĐT Tiếng Việt) năm 2024 lấy 24.05 điểm.","| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7480203V | Kỹ thuật dữ liệu (CTĐT Tiếng Việt) | 2024 | 24.05 | KHOA CÔNG NGHỆ THÔNG TIN |","[""   ma_nganh                           ten_nganh   nam   diem                      khoa\n0  7480203V  Kỹ thuật dữ liệu (CTĐT Tiếng Việt)  2024  24.05  KHOA CÔNG NGHỆ THÔNG TIN""]",[],text2sql,12.644,0.207
176,ablation_no_rerank,Điểm chuẩn ngành Công nghệ vật liệu (CTĐT Tiếng Việt) năm 2024 là bao nhiêu?,Ngành Công nghệ vật liệu (CTĐT Tiếng Việt) năm 2024 có điểm trúng tuyển là 23.33 điểm.,"| ma_nganh  | ten_nganh                                    | nam  | diem  | khoa                        |
|-----------|-----------------------------------------------|------|-------|-----------------------------|
| 7510402V  | Công nghệ vật liệu (CTĐT Tiếng Việt)         | 2024 | 23.33 | KHOA KHOA HỌC ỨNG DỤNG |","[""   ma_nganh                             ten_nganh   nam   diem                    khoa\n0  7510402V  Công nghệ vật liệu (CTĐT Tiếng Việt)  2024  23.33  KHOA KHOA HỌC ỨNG DỤNG""]",[],text2sql,16.116,0.206
177,ablation_no_rerank,"Năm 2022, ngành Công nghệ kỹ thuật cơ điện tử (CTĐT Tiếng Việt) lấy bao nhiêu điểm?",Ngành Công nghệ kỹ thuật cơ điện tử (CTĐT Tiếng Việt) trong kỳ tuyển sinh năm 2022 lấy 23.75 điểm.,"| ma_nganh | ten_nganh | nam | diem |
|---|---|---:|---:|
| 7510203V | Công nghệ kỹ thuật cơ điện tử (CTĐT Tiếng Việt) | 2022 | 23.75 |","[""   ma_nganh                                        ten_nganh   nam   diem\n0  7510203V  Công nghệ kỹ thuật cơ điện tử (CTĐT Tiếng Việt)  2022  23.75\n1  7510203A   Công nghệ kỹ thuật cơ điện tử (CTĐT Tiếng Anh)  2022  22.10""]",[],text2sql,12.811,0.22
178,ablation_no_rerank,"Ngành Công nghệ kỹ thuật điện tử, viễn thông (CTĐT Tiếng Anh) năm 2022 lấy bao nhiêu điểm?","Điểm trúng tuyển ngành Công nghệ kỹ thuật điện tử, viễn thông (CTĐT Tiếng Anh) năm 2022 là 22.25 điểm.","| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7510302A | Công nghệ kỹ thuật điện tử, viễn thông (CTĐT Tiếng Anh) | 2022 | 22.25 | KHOA ĐIỆN - ĐIỆN TỬ |","[""   ma_nganh                                                ten_nganh   nam   diem                 khoa\n0  7510302A  Công nghệ kỹ thuật điện tử, viễn thông (CTĐT Tiếng Anh)  2022  22.25  KHOA ĐIỆN - ĐIỆN TỬ""]",[],text2sql,14.454,0.209
179,ablation_no_rerank,Cho tôi hỏi điểm chuẩn ngành Thiết kế thời trang (CTĐT Tiếng Việt) năm 2022?,"Theo bảng điểm chuẩn, ngành Thiết kế thời trang (CTĐT Tiếng Việt) năm 2022 là 21.6 điểm.","| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7210404V | Thiết kế thời trang (CTĐT Tiếng Việt) | 2022 | 21.6 | KHOA THỜI TRANG VÀ DU LỊCH |","[""   ma_nganh                              ten_nganh   nam  diem                        khoa\n0  7210404V  Thiết kế thời trang (CTĐT Tiếng Việt)  2022  21.6  KHOA THỜI TRANG VÀ DU LỊCH""]",[],text2sql,13.303,0.199
